* Measurement data measured by REW V5.40 beta 112
* Source: SSL 2+, MICROPHONE, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Jan 8, 2026, 11:04:53 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: L RDSL-HILN-1225-N001 (HOT) Jan 8
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz); W(W); Phase(degrees)
238.037092; 1.62856E-5; 21.0920
238.403303; 1.62544E-5; 21.1292
238.769513; 1.62269E-5; 21.2164
239.135724; 1.62258E-5; 21.3376
239.501935; 1.62609E-5; 21.4486
239.868146; 1.63201E-5; 21.5058
240.234357; 1.63765E-5; 21.4950
240.600568; 1.64054E-5; 21.4404
240.966779; 1.64005E-5; 21.3881
241.332990; 1.63762E-5; 21.3742
241.699201; 1.63554E-5; 21.4049
242.065412; 1.63534E-5; 21.4561
242.431623; 1.63690E-5; 21.4962
242.797833; 1.63888E-5; 21.5107
243.164044; 1.64001E-5; 21.5089
243.530255; 1.63998E-5; 21.5117
243.896466; 1.63954E-5; 21.5335
244.262677; 1.63964E-5; 21.5726
244.628888; 1.64072E-5; 21.6155
244.995099; 1.64244E-5; 21.6498
245.361310; 1.64414E-5; 21.6725
245.727521; 1.64537E-5; 21.6902
246.093732; 1.64614E-5; 21.7111
246.459943; 1.64674E-5; 21.7388
246.826153; 1.64743E-5; 21.7716
247.192364; 1.64828E-5; 21.8064
247.558575; 1.64920E-5; 21.8413
